recipe_id,ingredients
33072,;soy sauce;sesame oil;tortellini;
33073,;Italian sausages; onion; garlic; black pepper; beef broth; water; italian seasoning; carrots; tomatoes; kidney beans; olives; zucchini; tortellini; parmesan cheese; French bread;
33074,;hot Italian sausage; zucchini; onion; stewed tomatoes; oregano; tortellini; parmesan cheese;
33075,;tortellini;spaghetti sauce;minced clams;parmesan cheese;alfredo sauce;
33076,;oil; onion; beef mince; salsa; taco seasoning; flour tortillas; spinach; cheese; green salad;
33077,;corn tortillas; oil; lime juice; cumin; chili powder;
33078,;corn tortillas; vegetable oil; lime juice; cumin; chili powder; salt;
33079,;flour tortillas; margarine; cinnamon sugar;
33080,;extra virgin olive oil; saffron; baking potatoes; onion; garlic; salt; black pepper; eggs; parsley; thyme;
33081,;cream cheese or neufchatel cheese; green chili pepper; cilantro; tomatoes; green onions; red bell pepper or yellow bell pepper; cheddar cheese; salt; fresh ground pepper; flour tortillas; black mustard seeds or yellow mustard seeds; orange; pineapple; small red onion; small green chili pepper; tomatoes; cayenne pepper or red pepper flakes;
33082,;asparagus spears; spinach; artichoke hearts; chive & onion cream cheese; mayonnaise; parmesan cheese;
33084,;parmesan cheese;asparagus;spinach;chive & onion cream cheese;mayonnaise;
33085,;trout; bacon; salt; pepper;
33086,;trout; lemons; butter; lemon pepper; water;
33087,;buttermilk; breadcrumbs; parsley; mustard powder; salt; black pepper; trout fillets; slivered almonds; butter;
33088,;trout fillets; olive oil; scallion; carrot; bread; chicken broth; egg; salt; black pepper;
33089,;bacon;scallion;celery;lemon;parsley;breadcrumbs;salt;pepper;crabmeat;egg;trout or red snapper;
33090,;trout; butter; salt; rosemary; thyme; parsley; bacon;
33091,;trout; butter; parsley; lemon; capers; garlic; onion; salt; black pepper;
33092,;rainbow trout (2-3 lb); white wine (1/2 cup); lemon (sliced); fennel (4 sprigs); butter (2 tablespoons); unsalted butter (1/3 cup); lemon juice (1/2 small lemon); salt; pepper; fennel leaves (chopped);
33093,;trout; salt; black pepper; parsley; green onions; sage; chives; rosemary; thyme; garlic; butter; lemon wedge;
33094,;trout; olive oil; garlic; black pepper; salt; mushrooms; butter; breadcrumbs; green onions; lemons; parsley;
33095,;trout fillets; salt; pepper; herbes de provence; butter; white wine; shallot; cooked rice;
35216,;raisins; water; butter; powdered milk; bananas; raisin water; vanilla; eggs; nuts; flour; baking soda; cinnamon; clove; salt; lemon juice; baking powder;
35217,;butter; brown sugar; eggs; vanilla; flour; baking soda; baking powder; salt; bananas; sour cream; coconut; almonds;
35218,;bananas; self-raising flour; soft brown sugar; margarine or butter; sultanas; eggs;
35219,;butter; caster sugar; eggs; vanilla essence; bananas; bicarbonate of soda; milk; self-rising flour; butter; icing sugar; lemon juice;
35220,;flour; baking soda; baking powder; salt; sugar; eggs; canola oil; mashed banana; buttermilk; cream cheese; butter; confectioners' sugar; vanilla extract; lemon juice;
35221,;flour; baking powder; salt; cinnamon; nutmeg; brown sugar; bananas; eggs; sunflower oil; cream cheese; butter; vanilla extract; powdered sugar;
35222,;flour; sugar; baking soda; baking powder; egg; oil; bananas (3 large or 4 small);
35223,;whole wheat pastry flour; baking soda; salt; wheat germ; bananas; sugar; vanilla-flavored soymilk; vanilla extract; blueberries or raisins; vegetable oil cooking spray;
35224,;yellow cake mix; banana cream instant pudding; eggs; water; vegetable oil;
35225,;shortening; flour; sugar; baking powder; baking soda; salt; bananas; buttermilk; eggs;
35226,;butter; sugar; egg; flour; milk; baking soda; baking powder; bananas; vanilla essence; salt;
35227,;self-raising flour; butter or margarine; caster sugar; eggs; lemon juice; vanilla essence; banana; cinnamon (optional);
35228,;butter; sugar; egg whites; salt; vanilla extract; baking soda; flour; bananas; sour milk;
35229,;flour; baking powder; baking soda; salt; shortening; sugar; eggs; buttermilk; mashed bananas;
35230,;flour; sugar; bananas; mashed; Crisco; eggs; baking powder; baking soda; vanilla; salt; walnuts; chopped;
35231,;butter; white sugar; brown sugar; eggs; mashed banana; lemon juice; vanilla; baking soda; boiling water; milk; flour; baking powder; salt; chopped walnuts (optional);
35232,;margarine; eggs; vanilla; baking powder; baking soda; sugar; mashed bananas; flour; salt;
35233,;bananas; lemon juice; flour; baking soda; salt; butter; sugar; eggs; vanilla; buttermilk; cream cheese; vanilla; icing sugar; walnuts;
35234,;sugar; shortening; eggs; bananas; baking soda; sour milk or buttermilk; flour; baking powder; salt; vanilla;
35235,;butter; sugar; vanilla essence; bananas; egg; self-raising flour; milk;
35236,;butter; sugar; eggs; milk; lime juice; bananas; self-raising flour;
35237,;lemon juice; milk; self-raising flour; sugar; bicarbonate of soda; salt; butter; bananas; eggs; walnuts; cinnamon; nutmeg;
35238,;butter; caster sugar; eggs; bananas; vanilla essence; self-rising flour; hot water;
35239,;shortening; sugar; bananas; salt; vanilla; eggs; sour milk; flour; baking powder; baking soda;
35240,;butter; sugar; eggs; baking powder; milk; bananas; flour; bicarbonate of soda;
35241,;flour; sugar; baking powder; baking soda; salt; banana; buttermilk or sour milk; shortening; vanilla; eggs;
35242,;shortening; sugar; eggs; mashed banana; sour milk; flour; baking soda; salt; vanilla;
35243,;pastry flour; sugar; baking powder; baking soda; kosher salt; bananas; eggs; buttermilk; oil; vanilla extract;
35244,;bananas; lemon juice; flour; baking soda; salt; cinnamon; nutmeg; butter; sugar; brown sugar; eggs; vanilla; buttermilk; frosting; cream cheese; vanilla; icing sugar;
35245,;bananas; sour cream; eggs; lemon zest; vanilla extract; cake flour; sugar; baking soda; baking powder; salt; butter;
35246,;flour; baking powder; bicarbonate of soda; salt; sugar; unsalted butter; eggs; bananas; milk; pure vanilla essence;
35247,;sour cream; sugar; butter; eggs; bananas; baking soda; vanilla; flour; orange juice; butter; powdered sugar;
35248,;milk; pudding mix; banana; cake; milk chocolate candy bar; candy sprinkles;
35249,;butter; sugar; bananas; eggs; flour; baking powder; baking soda; milk; dark rum;
35250,;bananas; whole wheat flour; Egg Beaters egg substitute; olive oil; Splenda granular; baking powder; baking soda; salt; vanilla extract;
35251,;flour; baking soda; salt; unsweetened applesauce; egg whites; Splenda sugar substitute; sugar; Splenda brown sugar blend; banana; vanilla; chocolate chips; marshmallows;
35252,;sugar; shortening; vanilla; eggs; mashed ripe banana; flour; baking powder; salt; baking soda; cinnamon;
35253,;butter recipe cake mix or yellow cake mix; baking soda; sour cream; butter; eggs; bananas; vanilla;
35254,;banana; butter; eggs; water; flour; baking powder; cinnamon;
35255,;sugar; butter; eggs; milk; bananas; baking soda; flour; vanilla; nuts (optional);
35256,;flour; baking powder; baking soda; salt; butter; sugar; eggs; mashed banana; vanilla; buttermilk; nuts (optional);
35257,;flour; baking soda; cinnamon; salt; sugar; vegetable oil; eggs; vanilla; mashed banana; cooking spray;
35259,;flour; baking soda; salt; baking powder; sugar; butter; buttermilk; mashed ripe bananas; eggs; confectioners' sugar; butter; light cream; light corn syrup; ripe banana;
35260,;granulated sugar; shortening; bananas; buttermilk; all-purpose flour; baking powder; mashed ripe banana; lemon juice; butter; confectioners' sugar;
35261,;flour; baking soda; salt; unsalted butter; white sugar; light brown sugar; eggs; mashed bananas; buttermilk; softened butter; cream cheese; powdered sugar; Bourbon;
35262,;butter; banana; baking soda; eggs; sugar; flour; buttermilk; walnuts; butter; milk; brown sugar; powdered sugar; vanilla;
35263,;butter; sugar; egg; milk; baking soda; flour; vanilla; bananas; mashed; baking powder; salt; butter; brown sugar; packed; corn syrup; milk; vanilla; icing sugar;
35264,;yellow cake mix with pudding; banana; water; eggs; butter; powdered sugar; vanilla; milk;
35265,;margarine; sugar; eggs; bananas; milk; flour; baking soda; salt; brown sugar; hot milk; powdered sugar;
35266,;eggs; sugar; cream; flour; bananas; cashews; coconut;
35267,;chocolate chips; brown sugar; walnuts; cinnamon; flour; baking soda; baking powder; salt; sugar; butter; vanilla; egg; bananas; buttermilk;
35268,;flour; baking powder; baking soda; salt; butter; sugar; eggs; vanilla extract; buttermilk or sour milk; mashed banana; powdered sugar; cocoa; salt; butter; milk; vanilla extract;
35269,;butter; flour; baking soda; baking powder; salt; white sugar; ripe banana (mashed); sour milk; eggs; brown sugar; butter; cream or milk; coconut;
35270,;sugar; butter or margarine; vanilla; eggs; mashed ripe banana; sour cream; flour; baking soda; salt; whipping cream; coconut cream pudding; vanilla; sugar; milk; crushed pineapple; drained; chopped pecans;
35271,;bananas; sugar; brown sugar; buttermilk; eggs; sour cream; vanilla; flour; baking soda; salt; cream cheese; butter; vanilla; confectioner's sugar; orange; zest;
35272,;vegetable shortening; flour; yellow cake mix; light brown sugar; cinnamon; bananas; mashed; water; vegetable oil; eggs; creme de banane (optional); cream cheese; butter; powdered sugar; banana flavoring;
35273,;butter or margarine; sugar; egg; banana; vanilla; flour; baking powder; baking soda; salt; sour milk; cream cheese; butter or margarine; powdered sugar;
35274,;flour; baking powder; baking soda; salt; sugar; margarine; buttermilk or sour milk; banana; eggs; vanilla; buttermilk or sour milk; cream cheese; margarine; icing sugar;
35275,;flour; baking powder; baking soda; salt; butter; sugar; lemon zest; vanilla extract; eggs; mashed bananas; yogurt; bananas; water; unsalted butter; peanuts; heavy cream; vanilla extract; confectioners' sugar; banana;
35276,;flour; baking powder; baking soda; salt; sugar; butter; buttermilk or soured milk; banana; eggs; vanilla; buttermilk or soured milk; butter; brown sugar; light cream; coconut; nuts;
35277,;cake flour; baking powder; baking soda; salt; granulated sugar; shortening; sour milk; mashed ripe banana; eggs; vanilla; margarine or butter; light brown sugar; shredded coconut; chopped nuts;
35278,;margarine; sugar; eggs; bananas; flour; baking soda; salt; baking powder; buttermilk; cocoa powder; milk; margarine; light corn syrup; vanilla; powdered sugar;
35279,;margarine; sugar; eggs; mashed banana; milk; flour; baking powder; baking soda; salt; vanilla; flour (heaping); milk; sugar; margarine; shortening; vanilla;
35280,;lemon juice; milk; bananas; butter recipe cake mix; baking soda; butter; eggs; vanilla; pecans; brown sugar; all-purpose flour;
35281,;margarine; sugar; eggs; vanilla extract; banana; orange rind; flour; baking powder; baking soda; buttermilk or sour milk; icing sugar; yogurt; grated orange rind; orange juice;
35282,;butter recipe yellow cake mix; instant vanilla pudding; water; oil; mashed ripe banana; eggs; creamy vanilla frosting; creamy peanut butter;
35283,;dark brown sugar; butter; bananas; peanut butter; rum; egg; flour; baking powder; salt; cinnamon; clove; pecans; vanilla extract; butter; milk; powdered sugar; pecans;
35284,;brown sugar; flour; cinnamon; butter or margarine; pecans; bananas; lemon juice; vanilla extract; flour; baking powder; baking soda; cinnamon; salt; butter or margarine; brown sugar; granulated sugar; eggs;
35285,;bananas; buttermilk; vanilla; butter; sugar; egg; flour; baking powder; baking soda; heavy cream; poppy seed; lemon zest; lemon juice;
35286,;sugar; eggs; mashed banana; flour; baking powder; shortening; sour milk or buttermilk; baking soda; instant vanilla pudding or banana cream instant pudding; sugar; milk; shortening; vanilla extract;
35287,;granulated sugar; butter flavor shortening; eggs; bananas; baking soda; buttermilk; all-purpose flour; baking powder; salt; vanilla; vegetable shortening; unsalted butter; pudding mix; milk;
35288,;margarine; sugar; banana cream instant pudding; vanilla; eggs; banana baby food; milk; cake flour; baking powder; baking soda; salt; heavy cream; whole milk; real vanilla; all-purpose flour; unsalted butter; powdered sugar; rum;
35289,;flour; baking soda; baking powder; salt; butter; sugar; eggs; sour cream; bananas; lemon juice; powdered sugar; cream cheese;
35290,;eggs; sugar; cream; wholemeal self-rising flour; bananas; walnuts; coconut; milk;
35291,;cake mix; baking soda; sour cream; butter; eggs; bananas; vanilla extract;
35292,;bananas; butter; sugar; vanilla essence; eggs; sour cream; vegetable oil; self-raising flour; baking powder; cinnamon;
35293,;butter or margarine; sugar; eggs; vanilla; bananas; flour; baking powder; baking soda;
35294,;banana; mayonnaise; eggs; vanilla extract; flour; sugar; pecans; cream cheese; cinnamon;
35295,;banana; cantaloupe; yogurt (unflavored only); ice;
35296,;flour; sugar; baking powder; margarine; egg; bananas; caramel topping;
35297,;caramel ice cream topping; bananas; frozen buttermilk biscuit;
35298,;chocolate ice cream; bananas; macadamia nuts; caramel sauce; whipped cream;
35299,;cinnamon-raisin bread; bananas; eggs; milk; sugar; butter; cinnamon; caramels;
35300,;flour; cinnamon; nutmeg; clove; salt; baking soda; eggs; vegetable oil; sugar; vanilla extract; chocolate; bananas; brown sugar; milk; butter;
35301,;butter; butter; flour; baking soda; salt; bananas; bananas; sour cream; vanilla extract; sugar; sugar; eggs; mascarpone cheese; whipping cream; confectioners' sugar;
35302,;crunchy oatmeal cookies; pecan pieces; unsalted butter; light brown sugar; vanilla; rum; bananas; cream cheese; light brown sugar; unsalted butter; eggs; vanilla extract; rum extract; sugar; water; corn syrup or lemon juice; whipping cream;
35304,;flour; cinnamon; nutmeg; cloves; salt; baking soda; eggs; sunflower oil; caster sugar; vanilla essence; pecan nuts; chocolate; bananas; soft light brown sugar; milk; double cream; butter;
35305,;sweetened condensed milk; salt; bananas; lemon juice; pie crust; melted chocolate chips; chilled heavy cream; packed light brown sugar;
35306,;banana; wonton wrappers; sugar; oil; caramel sauce; chocolate syrup; whipped cream;
35307,;graham cracker crumbs; margarine; white sugar; cream cheese; white sugar; eggs; vanilla extract; mashed banana; evaporated milk; caramels; banana;
35308,;vanilla pastry cream; bananas; caramel sauce; heavy whipping cream; powdered sugar; graham crackers; butter; sugar;
35309,;pie dough; sugar; salt; cornstarch; flour; milk; egg yolks; butter; vanilla extract or vanilla bean; caramel sauce; bananas; whipped cream; sugar; vanilla extract; flour; sugar; salt; pure vanilla extract; water; heavy cream; butter; gray salt or kosher salt;
35310,;bananas;vanilla extract;butter;crescent dinner rolls;caramel topping;
35311,;sugar; water; whipping cream; bananas; hot water; whipping cream; sugar; espresso powder; chocolate; butter; strawberries;
35312,;self-raising flour; bicarbonate of soda; brown sugar; buttermilk; eggs; vanilla extract; bananas; brown sugar; butter; milk; powdered sugar icing;
35313,;biscotti; caramel topping; vanilla ice cream; bananas; whipped topping;
35314,;milk; flour; egg; salt; cinnamon; sugar; butter; pecans; bananas; caramel syrup;
